,PRCP,SNWD,TAVG,TMAX,TMIN,century,date,month,month_no,year
25351,0.1,,-12.0,-9.9,-16.1,19,1951-01-30,1951-01-01,1,1951-01-01
25352,0.0,,-12.6,-10.4,-15.4,19,1951-01-31,1951-01-01,1,1951-01-01
25353,0.1,,-13.8,-9.6,-17.6,19,1951-02-01,1951-02-01,2,1951-01-01
25354,0.0,,-8.6,-6.7,-12.1,19,1951-02-02,1951-02-01,2,1951-01-01
25355,0.0,,-16.6,-11.7,-19.8,19,1951-02-03,1951-02-01,2,1951-01-01
25356,0.0,,-15.6,-11.1,-19.7,19,1951-02-04,1951-02-01,2,1951-01-01
25357,0.0,,-11.9,-7.0,-16.0,19,1951-02-05,1951-02-01,2,1951-01-01
25358,1.2,,-6.6,-3.4,-10.7,19,1951-02-06,1951-02-01,2,1951-01-01
25359,0.0,,-4.1,-3.0,-5.3,19,1951-02-07,1951-02-01,2,1951-01-01
25360,0.0,,-5.9,-4.1,-7.5,19,1951-02-08,1951-02-01,2,1951-01-01
25361,0.0,,-9.0,-4.9,-11.2,19,1951-02-09,1951-02-01,2,1951-01-01
25362,0.0,,-10.1,-6.6,-14.7,19,1951-02-10,1951-02-01,2,1951-01-01
25363,0.0,,-9.4,-6.2,-11.4,19,1951-02-11,1951-02-01,2,1951-01-01
25364,0.0,,-7.7,-2.8,-11.7,19,1951-02-12,1951-02-01,2,1951-01-01
25365,0.0,,-1.4,5.2,-6.7,19,1951-02-13,1951-02-01,2,1951-01-01
25366,0.0,,-1.2,1.6,-4.9,19,1951-02-14,1951-02-01,2,1951-01-01
25367,2.4,,-4.1,-0.2,-7.1,19,1951-02-15,1951-02-01,2,1951-01-01
25368,0.0,,-12.9,-6.9,-17.7,19,1951-02-16,1951-02-01,2,1951-01-01
25369,0.0,,-14.0,-9.8,-16.8,19,1951-02-17,1951-02-01,2,1951-01-01
25370,0.0,,-12.7,-9.9,-15.0,19,1951-02-18,1951-02-01,2,1951-01-01
25371,3.0,,-4.8,-1.5,-10.0,19,1951-02-19,1951-02-01,2,1951-01-01
25372,2.1,,-6.6,-1.9,-12.7,19,1951-02-20,1951-02-01,2,1951-01-01
25373,11.4,,-3.0,-1.2,-4.1,19,1951-02-21,1951-02-01,2,1951-01-01
25374,4.5,,-2.7,1.1,-7.0,19,1951-02-22,1951-02-01,2,1951-01-01
25375,4.3,,1.2,4.2,0.0,19,1951-02-23,1951-02-01,2,1951-01-01
25376,0.0,,0.2,4.3,-2.5,19,1951-02-24,1951-02-01,2,1951-01-01
25377,0.0,,0.0,1.2,-0.7,19,1951-02-25,1951-02-01,2,1951-01-01
25378,5.2,,-0.6,0.1,-1.6,19,1951-02-26,1951-02-01,2,1951-01-01
25379,0.0,,-0.1,0.6,-1.1,19,1951-02-27,1951-02-01,2,1951-01-01
25380,7.4,,-3.3,0.2,-4.5,19,1951-02-28,1951-02-01,2,1951-01-01
25381,0.3,,-9.0,-4.3,-11.4,19,1951-03-01,1951-03-01,3,1951-01-01
25382,0.1,,-11.5,-8.5,-15.7,19,1951-03-02,1951-03-01,3,1951-01-01
25383,2.1,,-9.0,-6.9,-11.6,19,1951-03-03,1951-03-01,3,1951-01-01
25384,0.8,,-6.2,-5.3,-8.1,19,1951-03-04,1951-03-01,3,1951-01-01
25385,2.5,,-3.1,-1.5,-5.7,19,1951-03-05,1951-03-01,3,1951-01-01
25386,0.8,,-1.6,-0.4,-2.9,19,1951-03-06,1951-03-01,3,1951-01-01
25387,0.3,,0.2,1.6,-0.9,19,1951-03-07,1951-03-01,3,1951-01-01
25388,5.8,,0.9,1.6,0.1,19,1951-03-08,1951-03-01,3,1951-01-01
25389,13.0,,-1.3,0.3,-3.3,19,1951-03-09,1951-03-01,3,1951-01-01
25390,0.4,,-4.5,-3.1,-4.9,19,1951-03-10,1951-03-01,3,1951-01-01
25391,0.0,,-5.1,-2.4,-6.2,19,1951-03-11,1951-03-01,3,1951-01-01
25392,0.0,,-4.9,-1.6,-8.9,19,1951-03-12,1951-03-01,3,1951-01-01
25393,0.0,,0.4,2.5,-2.4,19,1951-03-13,1951-03-01,3,1951-01-01
25394,0.0,,1.7,6.2,-0.7,19,1951-03-14,1951-03-01,3,1951-01-01
25395,1.2,,3.8,6.1,1.9,19,1951-03-15,1951-03-01,3,1951-01-01
25396,0.2,,4.6,9.8,1.3,19,1951-03-16,1951-03-01,3,1951-01-01
25397,0.0,,-0.2,3.8,-1.5,19,1951-03-17,1951-03-01,3,1951-01-01
25398,0.3,,1.2,6.0,-2.7,19,1951-03-18,1951-03-01,3,1951-01-01
25399,1.6,,5.8,9.7,4.2,19,1951-03-19,1951-03-01,3,1951-01-01
25400,0.0,,6.6,12.8,3.4,19,1951-03-20,1951-03-01,3,1951-01-01
25401,1.5,,1.6,7.7,-0.7,19,1951-03-21,1951-03-01,3,1951-01-01
25402,0.0,,-1.1,1.1,-3.3,19,1951-03-22,1951-03-01,3,1951-01-01
25403,0.1,,1.1,6.2,-3.1,19,1951-03-23,1951-03-01,3,1951-01-01
25404,0.0,,3.6,8.0,0.1,19,1951-03-24,1951-03-01,3,1951-01-01
25405,2.7,,4.8,7.3,3.2,19,1951-03-25,1951-03-01,3,1951-01-01
25406,0.8,,5.7,8.6,3.8,19,1951-03-26,1951-03-01,3,1951-01-01
25407,7.6,,6.8,10.1,4.6,19,1951-03-27,1951-03-01,3,1951-01-01
25408,1.2,,8.1,13.2,6.0,19,1951-03-28,1951-03-01,3,1951-01-01
25409,0.1,,7.4,12.2,3.3,19,1951-03-29,1951-03-01,3,1951-01-01
25410,0.0,,7.1,10.7,5.3,19,1951-03-30,1951-03-01,3,1951-01-01
25411,0.2,,7.1,9.1,5.7,19,1951-03-31,1951-03-01,3,1951-01-01
25412,0.0,,11.6,17.7,6.8,19,1951-04-01,1951-04-01,4,1951-01-01
25413,0.0,,11.7,15.1,9.7,19,1951-04-02,1951-04-01,4,1951-01-01
25414,0.0,,9.7,16.2,4.3,19,1951-04-03,1951-04-01,4,1951-01-01
25415,0.0,,10.0,15.9,6.8,19,1951-04-04,1951-04-01,4,1951-01-01
25416,1.3,,10.2,14.7,7.4,19,1951-04-05,1951-04-01,4,1951-01-01
25417,1.2,,11.5,14.3,9.8,19,1951-04-06,1951-04-01,4,1951-01-01
25418,0.7,,9.5,13.7,5.4,19,1951-04-07,1951-04-01,4,1951-01-01
25419,0.0,,9.0,12.9,4.4,19,1951-04-08,1951-04-01,4,1951-01-01
25420,0.0,,10.6,16.2,6.9,19,1951-04-09,1951-04-01,4,1951-01-01
25421,4.0,,9.2,13.7,6.1,19,1951-04-10,1951-04-01,4,1951-01-01
25422,2.0,,12.2,19.2,6.9,19,1951-04-11,1951-04-01,4,1951-01-01
25423,20.4,,8.9,12.4,7.1,19,1951-04-12,1951-04-01,4,1951-01-01
25424,0.0,,8.3,12.2,5.5,19,1951-04-13,1951-04-01,4,1951-01-01
25425,0.2,,9.0,11.9,6.4,19,1951-04-14,1951-04-01,4,1951-01-01
25426,0.0,,8.9,13.5,7.0,19,1951-04-15,1951-04-01,4,1951-01-01
25427,0.0,,6.2,10.2,2.0,19,1951-04-16,1951-04-01,4,1951-01-01
25428,0.0,,6.8,12.6,0.3,19,1951-04-17,1951-04-01,4,1951-01-01
25429,0.0,,7.9,13.0,4.9,19,1951-04-18,1951-04-01,4,1951-01-01
25430,0.0,,10.3,16.7,2.8,19,1951-04-19,1951-04-01,4,1951-01-01
25431,0.4,,10.4,17.5,5.3,19,1951-04-20,1951-04-01,4,1951-01-01
25432,8.8,,4.6,6.6,2.6,19,1951-04-21,1951-04-01,4,1951-01-01
25433,0.0,,10.8,16.8,5.3,19,1951-04-22,1951-04-01,4,1951-01-01
25434,0.0,,10.1,14.6,6.4,19,1951-04-23,1951-04-01,4,1951-01-01
25435,0.0,,11.1,15.7,6.8,19,1951-04-24,1951-04-01,4,1951-01-01
25436,0.0,,11.2,16.4,6.2,19,1951-04-25,1951-04-01,4,1951-01-01
25437,0.0,,13.1,19.2,6.1,19,1951-04-26,1951-04-01,4,1951-01-01
25438,0.0,,16.6,22.5,10.5,19,1951-04-27,1951-04-01,4,1951-01-01
25439,6.0,,16.6,20.8,14.0,19,1951-04-28,1951-04-01,4,1951-01-01
25440,0.0,,14.3,17.2,12.6,19,1951-04-29,1951-04-01,4,1951-01-01
25441,0.0,,15.4,22.5,9.5,19,1951-04-30,1951-04-01,4,1951-01-01
25442,0.0,,18.2,23.6,11.5,19,1951-05-01,1951-05-01,5,1951-01-01
25443,3.0,,15.1,20.3,11.4,19,1951-05-02,1951-05-01,5,1951-01-01
25444,0.0,,14.0,19.2,10.2,19,1951-05-03,1951-05-01,5,1951-01-01
25445,0.0,,15.6,20.6,8.5,19,1951-05-04,1951-05-01,5,1951-01-01
25446,2.3,,16.8,22.7,10.5,19,1951-05-05,1951-05-01,5,1951-01-01
25447,11.4,,16.6,22.2,12.8,19,1951-05-06,1951-05-01,5,1951-01-01
25448,0.6,,14.8,21.4,10.2,19,1951-05-07,1951-05-01,5,1951-01-01
25449,0.4,,13.5,18.7,10.5,19,1951-05-08,1951-05-01,5,1951-01-01
25450,8.6,,9.7,13.8,8.0,19,1951-05-09,1951-05-01,5,1951-01-01
25451,1.8,,14.7,21.6,9.2,19,1951-05-10,1951-05-01,5,1951-01-01
25452,6.0,,16.5,23.6,12.6,19,1951-05-11,1951-05-01,5,1951-01-01
25453,9.9,,9.4,17.0,5.3,19,1951-05-12,1951-05-01,5,1951-01-01
25454,1.3,,10.4,15.5,5.0,19,1951-05-13,1951-05-01,5,1951-01-01
25455,0.0,,12.6,18.0,6.6,19,1951-05-14,1951-05-01,5,1951-01-01
25456,2.7,,13.2,19.2,10.9,19,1951-05-15,1951-05-01,5,1951-01-01
25457,0.3,,14.4,19.2,8.5,19,1951-05-16,1951-05-01,5,1951-01-01
25458,7.5,,14.2,18.3,11.8,19,1951-05-17,1951-05-01,5,1951-01-01
25459,1.6,,15.6,19.7,12.6,19,1951-05-18,1951-05-01,5,1951-01-01
25460,0.0,,13.5,17.5,7.6,19,1951-05-19,1951-05-01,5,1951-01-01
25461,0.0,,15.6,21.7,7.6,19,1951-05-20,1951-05-01,5,1951-01-01
25462,0.0,,17.5,23.7,11.2,19,1951-05-21,1951-05-01,5,1951-01-01
25463,7.5,,15.4,20.7,13.9,19,1951-05-22,1951-05-01,5,1951-01-01
25464,0.0,,14.6,19.6,9.5,19,1951-05-23,1951-05-01,5,1951-01-01
25465,2.4,,12.8,18.7,10.4,19,1951-05-24,1951-05-01,5,1951-01-01
25466,4.1,,10.6,16.2,7.8,19,1951-05-25,1951-05-01,5,1951-01-01
25467,1.1,,8.0,13.7,3.7,19,1951-05-26,1951-05-01,5,1951-01-01
25468,0.0,,9.7,13.2,5.0,19,1951-05-27,1951-05-01,5,1951-01-01
25469,0.4,,14.0,21.4,6.6,19,1951-05-28,1951-05-01,5,1951-01-01
25470,5.4,,19.8,26.7,15.7,19,1951-05-29,1951-05-01,5,1951-01-01
25471,0.0,,14.0,18.6,11.5,19,1951-05-30,1951-05-01,5,1951-01-01
25472,0.0,,10.5,14.2,7.8,19,1951-05-31,1951-05-01,5,1951-01-01
25473,0.0,,11.4,16.2,4.6,19,1951-06-01,1951-06-01,6,1951-01-01
25474,0.0,,13.8,19.0,5.1,19,1951-06-02,1951-06-01,6,1951-01-01
25475,0.0,,16.9,22.5,9.2,19,1951-06-03,1951-06-01,6,1951-01-01
25476,0.0,,19.1,23.9,12.8,19,1951-06-04,1951-06-01,6,1951-01-01
25477,0.0,,20.0,24.9,15.9,19,1951-06-05,1951-06-01,6,1951-01-01
25478,0.0,,20.9,26.0,16.0,19,1951-06-06,1951-06-01,6,1951-01-01
25479,0.0,,21.6,27.2,15.0,19,1951-06-07,1951-06-01,6,1951-01-01
25480,0.2,,20.8,24.7,16.4,19,1951-06-08,1951-06-01,6,1951-01-01
25481,2.6,,16.4,21.7,14.6,19,1951-06-09,1951-06-01,6,1951-01-01
25482,0.0,,18.7,25.1,12.7,19,1951-06-10,1951-06-01,6,1951-01-01
25483,9.3,,19.9,25.9,15.9,19,1951-06-11,1951-06-01,6,1951-01-01
25484,0.0,,17.0,20.5,15.4,19,1951-06-12,1951-06-01,6,1951-01-01
25485,0.0,,15.2,19.6,9.8,19,1951-06-13,1951-06-01,6,1951-01-01
25486,10.6,,14.4,19.7,11.8,19,1951-06-14,1951-06-01,6,1951-01-01
25487,5.4,,17.8,22.7,12.0,19,1951-06-15,1951-06-01,6,1951-01-01
25488,0.0,,20.4,25.0,14.6,19,1951-06-16,1951-06-01,6,1951-01-01
25489,0.0,,21.9,27.5,15.9,19,1951-06-17,1951-06-01,6,1951-01-01
25490,0.0,,21.7,26.6,15.4,19,1951-06-18,1951-06-01,6,1951-01-01
25491,0.0,,21.8,26.7,14.7,19,1951-06-19,1951-06-01,6,1951-01-01
25492,18.3,,24.0,31.6,17.6,19,1951-06-20,1951-06-01,6,1951-01-01
25493,39.6,,18.1,21.7,15.0,19,1951-06-21,1951-06-01,6,1951-01-01
25494,0.1,,18.3,23.1,14.1,19,1951-06-22,1951-06-01,6,1951-01-01
25495,0.0,,20.2,25.0,14.8,19,1951-06-23,1951-06-01,6,1951-01-01
25496,0.0,,20.8,25.2,15.3,19,1951-06-24,1951-06-01,6,1951-01-01
25497,0.0,,20.4,25.5,14.1,19,1951-06-25,1951-06-01,6,1951-01-01
25498,0.0,,22.3,28.4,16.4,19,1951-06-26,1951-06-01,6,1951-01-01
25499,0.0,,22.3,27.9,15.7,19,1951-06-27,1951-06-01,6,1951-01-01
25500,0.0,,22.8,28.6,16.0,19,1951-06-28,1951-06-01,6,1951-01-01
25501,0.0,,23.4,29.5,16.9,19,1951-06-29,1951-06-01,6,1951-01-01
25502,0.0,,19.5,25.6,17.4,19,1951-06-30,1951-06-01,6,1951-01-01
25503,0.0,,16.8,20.8,11.4,19,1951-07-01,1951-07-01,7,1951-01-01
25504,0.0,,16.8,22.2,10.4,19,1951-07-02,1951-07-01,7,1951-01-01
25505,0.0,,17.4,24.1,10.2,19,1951-07-03,1951-07-01,7,1951-01-01
25506,2.7,,18.5,23.2,14.9,19,1951-07-04,1951-07-01,7,1951-01-01
25507,3.3,,18.8,26.1,13.2,19,1951-07-05,1951-07-01,7,1951-01-01
25508,0.4,,17.2,21.6,11.5,19,1951-07-06,1951-07-01,7,1951-01-01
25509,0.0,,16.6,21.5,9.8,19,1951-07-07,1951-07-01,7,1951-01-01
25510,0.0,,19.3,24.9,13.2,19,1951-07-08,1951-07-01,7,1951-01-01
25511,0.0,,22.9,28.7,15.2,19,1951-07-09,1951-07-01,7,1951-01-01
25512,0.0,,25.0,30.6,18.5,19,1951-07-10,1951-07-01,7,1951-01-01
25513,0.0,,26.4,32.7,18.3,19,1951-07-11,1951-07-01,7,1951-01-01
25514,0.0,,26.8,33.4,19.8,19,1951-07-12,1951-07-01,7,1951-01-01
25515,0.0,,28.3,34.0,22.9,19,1951-07-13,1951-07-01,7,1951-01-01
25516,0.0,,27.4,33.2,21.1,19,1951-07-14,1951-07-01,7,1951-01-01
25517,0.0,,28.3,33.4,20.7,19,1951-07-15,1951-07-01,7,1951-01-01
25518,1.4,,26.6,34.7,21.6,19,1951-07-16,1951-07-01,7,1951-01-01
25519,8.5,,27.0,33.8,19.8,19,1951-07-17,1951-07-01,7,1951-01-01
25520,0.7,,23.2,30.2,19.0,19,1951-07-18,1951-07-01,7,1951-01-01
25521,0.0,,20.7,26.2,15.9,19,1951-07-19,1951-07-01,7,1951-01-01
25522,0.0,,15.9,20.6,10.3,19,1951-07-20,1951-07-01,7,1951-01-01
25523,0.0,,15.7,21.6,12.3,19,1951-07-21,1951-07-01,7,1951-01-01
25524,4.9,,14.5,18.5,11.6,19,1951-07-22,1951-07-01,7,1951-01-01
25525,0.8,,15.2,21.2,11.0,19,1951-07-23,1951-07-01,7,1951-01-01
25526,0.0,,17.2,24.8,9.5,19,1951-07-24,1951-07-01,7,1951-01-01
25527,0.0,,19.9,26.8,13.7,19,1951-07-25,1951-07-01,7,1951-01-01
25528,3.0,,19.0,23.4,14.6,19,1951-07-26,1951-07-01,7,1951-01-01
25529,19.3,,17.1,20.0,15.7,19,1951-07-27,1951-07-01,7,1951-01-01
25530,45.6,,16.2,21.0,13.4,19,1951-07-28,1951-07-01,7,1951-01-01
25531,0.0,,18.1,23.4,13.2,19,1951-07-29,1951-07-01,7,1951-01-01
25532,0.0,,20.4,25.7,15.2,19,1951-07-30,1951-07-01,7,1951-01-01
25533,0.2,,17.6,22.7,14.9,19,1951-07-31,1951-07-01,7,1951-01-01
25534,0.0,,16.6,21.0,12.6,19,1951-08-01,1951-08-01,8,1951-01-01
25535,0.0,,19.5,24.4,14.5,19,1951-08-02,1951-08-01,8,1951-01-01
25536,0.0,,20.0,25.4,13.9,19,1951-08-03,1951-08-01,8,1951-01-01
25537,0.0,,21.4,26.5,15.1,19,1951-08-04,1951-08-01,8,1951-01-01
25538,0.0,,22.2,28.0,16.3,19,1951-08-05,1951-08-01,8,1951-01-01
25539,0.0,,24.3,30.0,18.0,19,1951-08-06,1951-08-01,8,1951-01-01
25540,0.8,,22.3,27.2,19.0,19,1951-08-07,1951-08-01,8,1951-01-01
25541,0.2,,19.8,25.1,14.8,19,1951-08-08,1951-08-01,8,1951-01-01
25542,0.0,,21.4,27.0,14.1,19,1951-08-09,1951-08-01,8,1951-01-01
25543,0.0,,25.4,34.0,18.5,19,1951-08-10,1951-08-01,8,1951-01-01
25544,0.3,,24.2,30.8,20.1,19,1951-08-11,1951-08-01,8,1951-01-01
25545,0.7,,22.3,29.3,18.3,19,1951-08-12,1951-08-01,8,1951-01-01
25546,1.7,,22.4,28.1,18.8,19,1951-08-13,1951-08-01,8,1951-01-01
25547,0.0,,24.1,30.7,18.6,19,1951-08-14,1951-08-01,8,1951-01-01
25548,0.0,,22.4,27.0,19.9,19,1951-08-15,1951-08-01,8,1951-01-01
25549,0.0,,18.2,21.6,16.2,19,1951-08-16,1951-08-01,8,1951-01-01
25550,0.0,,17.0,22.2,11.1,19,1951-08-17,1951-08-01,8,1951-01-01
25551,0.0,,17.9,22.5,12.0,19,1951-08-18,1951-08-01,8,1951-01-01
25552,0.0,,19.1,24.3,13.4,19,1951-08-19,1951-08-01,8,1951-01-01
25553,0.0,,19.6,25.4,13.6,19,1951-08-20,1951-08-01,8,1951-01-01
25554,0.0,,22.6,30.4,16.3,19,1951-08-21,1951-08-01,8,1951-01-01
25555,0.0,,23.0,29.8,18.6,19,1951-08-22,1951-08-01,8,1951-01-01
25556,0.0,,17.8,22.9,11.5,19,1951-08-23,1951-08-01,8,1951-01-01
25557,0.0,,19.6,25.2,15.0,19,1951-08-24,1951-08-01,8,1951-01-01
25558,0.3,,16.8,22.5,13.9,19,1951-08-25,1951-08-01,8,1951-01-01
25559,0.0,,17.5,24.6,11.5,19,1951-08-26,1951-08-01,8,1951-01-01
25560,0.0,,20.2,28.5,13.3,19,1951-08-27,1951-08-01,8,1951-01-01
25561,1.0,,21.0,26.8,17.7,19,1951-08-28,1951-08-01,8,1951-01-01
25562,0.0,,19.2,24.2,15.8,19,1951-08-29,1951-08-01,8,1951-01-01
25563,0.0,,18.3,25.8,11.0,19,1951-08-30,1951-08-01,8,1951-01-01
25564,0.0,,20.4,26.9,13.9,19,1951-08-31,1951-08-01,8,1951-01-01
25565,0.3,,19.4,24.7,14.1,19,1951-09-01,1951-09-01,9,1951-01-01
25566,0.0,,19.8,26.0,14.1,19,1951-09-02,1951-09-01,9,1951-01-01
25567,0.0,,19.9,25.2,17.1,19,1951-09-03,1951-09-01,9,1951-01-01
25568,0.0,,22.2,27.9,17.2,19,1951-09-04,1951-09-01,9,1951-01-01
25569,0.0,,21.7,27.4,16.1,19,1951-09-05,1951-09-01,9,1951-01-01
25570,0.0,,19.6,25.1,14.1,19,1951-09-06,1951-09-01,9,1951-01-01
25571,0.0,,20.7,28.6,14.3,19,1951-09-07,1951-09-01,9,1951-01-01
25572,0.0,,22.6,31.1,15.6,19,1951-09-08,1951-09-01,9,1951-01-01
25573,3.7,,19.4,24.2,16.8,19,1951-09-09,1951-09-01,9,1951-01-01
25574,0.0,,13.0,18.7,8.4,19,1951-09-10,1951-09-01,9,1951-01-01
25575,0.0,,12.0,18.0,6.5,19,1951-09-11,1951-09-01,9,1951-01-01
25576,0.0,,12.8,18.9,6.6,19,1951-09-12,1951-09-01,9,1951-01-01
25577,0.0,,16.4,24.7,8.7,19,1951-09-13,1951-09-01,9,1951-01-01
25578,4.3,,16.6,20.8,13.0,19,1951-09-14,1951-09-01,9,1951-01-01
25579,0.0,,17.8,25.0,11.4,19,1951-09-15,1951-09-01,9,1951-01-01
25580,0.0,,18.3,26.3,12.4,19,1951-09-16,1951-09-01,9,1951-01-01
25581,0.2,,17.5,23.0,14.5,19,1951-09-17,1951-09-01,9,1951-01-01
25582,11.9,,16.0,20.9,14.1,19,1951-09-18,1951-09-01,9,1951-01-01
25583,29.7,,12.2,14.7,10.5,19,1951-09-19,1951-09-01,9,1951-01-01
25584,4.5,,11.1,13.8,8.9,19,1951-09-20,1951-09-01,9,1951-01-01
25585,3.5,,8.5,11.6,5.4,19,1951-09-21,1951-09-01,9,1951-01-01
25586,0.8,,6.9,11.5,3.5,19,1951-09-22,1951-09-01,9,1951-01-01
25587,0.0,,6.6,13.2,1.4,19,1951-09-23,1951-09-01,9,1951-01-01
25588,0.0,,7.3,14.6,3.3,19,1951-09-24,1951-09-01,9,1951-01-01
25589,0.0,,11.0,17.4,6.5,19,1951-09-25,1951-09-01,9,1951-01-01
25590,0.0,,11.8,16.7,8.8,19,1951-09-26,1951-09-01,9,1951-01-01
25591,4.5,,12.2,14.8,9.8,19,1951-09-27,1951-09-01,9,1951-01-01
25592,0.0,,13.8,17.1,10.6,19,1951-09-28,1951-09-01,9,1951-01-01
25593,0.3,,13.1,15.9,11.6,19,1951-09-29,1951-09-01,9,1951-01-01
25594,1.7,,12.4,14.3,11.1,19,1951-09-30,1951-09-01,9,1951-01-01
25595,5.7,,8.5,11.5,6.2,19,1951-10-01,1951-10-01,10,1951-01-01
25596,0.0,,6.2,10.9,1.4,19,1951-10-02,1951-10-01,10,1951-01-01
25597,3.9,,6.5,9.4,4.3,19,1951-10-03,1951-10-01,10,1951-01-01
25598,0.0,,4.3,7.1,1.7,19,1951-10-04,1951-10-01,10,1951-01-01
25599,0.0,,5.6,9.7,3.2,19,1951-10-05,1951-10-01,10,1951-01-01
25600,0.0,,5.2,9.5,3.0,19,1951-10-06,1951-10-01,10,1951-01-01
25601,0.0,,4.0,9.2,1.0,19,1951-10-07,1951-10-01,10,1951-01-01
25602,0.1,,3.8,5.2,2.2,19,1951-10-08,1951-10-01,10,1951-01-01
25603,0.0,,5.1,8.6,3.3,19,1951-10-09,1951-10-01,10,1951-01-01
25604,0.0,,7.6,12.8,3.0,19,1951-10-10,1951-10-01,10,1951-01-01
25605,3.5,,8.2,10.3,6.8,19,1951-10-11,1951-10-01,10,1951-01-01
25606,0.0,,6.0,8.7,4.0,19,1951-10-12,1951-10-01,10,1951-01-01
25607,0.0,,4.0,10.2,-0.5,19,1951-10-13,1951-10-01,10,1951-01-01
25608,0.0,,6.6,11.0,2.8,19,1951-10-14,1951-10-01,10,1951-01-01
25609,0.0,,5.8,7.9,4.0,19,1951-10-15,1951-10-01,10,1951-01-01
25610,0.0,,3.8,11.2,0.8,19,1951-10-16,1951-10-01,10,1951-01-01
25611,0.0,,1.0,2.5,-0.6,19,1951-10-17,1951-10-01,10,1951-01-01
25612,0.0,,2.8,3.7,1.7,19,1951-10-18,1951-10-01,10,1951-01-01
25613,0.0,,3.2,4.5,2.2,19,1951-10-19,1951-10-01,10,1951-01-01
25614,0.0,,6.4,10.0,2.5,19,1951-10-20,1951-10-01,10,1951-01-01
25615,0.0,,7.5,9.2,6.4,19,1951-10-21,1951-10-01,10,1951-01-01
25616,0.0,,5.2,8.7,2.9,19,1951-10-22,1951-10-01,10,1951-01-01
25617,0.0,,0.9,3.2,-0.4,19,1951-10-23,1951-10-01,10,1951-01-01
25618,0.0,,1.8,4.7,0.6,19,1951-10-24,1951-10-01,10,1951-01-01
25619,0.0,,3.8,8.9,0.2,19,1951-10-25,1951-10-01,10,1951-01-01
25620,0.0,,5.2,10.5,2.3,19,1951-10-26,1951-10-01,10,1951-01-01
25621,0.0,,3.8,6.7,1.3,19,1951-10-27,1951-10-01,10,1951-01-01
25622,0.0,,0.2,6.8,-5.9,19,1951-10-28,1951-10-01,10,1951-01-01
25623,0.0,,1.0,8.4,-4.0,19,1951-10-29,1951-10-01,10,1951-01-01
25624,0.0,,3.4,5.2,0.4,19,1951-10-30,1951-10-01,10,1951-01-01
25625,0.0,,2.9,8.1,-0.4,19,1951-10-31,1951-10-01,10,1951-01-01
25626,0.0,,1.0,7.0,-4.0,19,1951-11-01,1951-11-01,11,1951-01-01
25627,0.0,,2.2,8.6,-2.1,19,1951-11-02,1951-11-01,11,1951-01-01
25628,1.0,,2.8,6.9,-0.9,19,1951-11-03,1951-11-01,11,1951-01-01
25629,0.0,,5.2,7.0,2.9,19,1951-11-04,1951-11-01,11,1951-01-01
25630,0.0,,5.4,6.7,4.0,19,1951-11-05,1951-11-01,11,1951-01-01
25631,0.0,,4.2,6.0,3.5,19,1951-11-06,1951-11-01,11,1951-01-01
25632,0.0,,0.7,4.0,-1.0,19,1951-11-07,1951-11-01,11,1951-01-01
25633,0.0,,-1.1,0.3,-2.5,19,1951-11-08,1951-11-01,11,1951-01-01
25634,0.1,,4.5,9.2,-0.4,19,1951-11-09,1951-11-01,11,1951-01-01
25635,0.2,,8.9,11.4,7.1,19,1951-11-10,1951-11-01,11,1951-01-01
25636,2.5,,3.4,10.4,-1.0,19,1951-11-11,1951-11-01,11,1951-01-01
25637,0.9,,-4.5,-0.6,-5.8,19,1951-11-12,1951-11-01,11,1951-01-01
25638,6.2,,-2.1,-0.8,-4.6,19,1951-11-13,1951-11-01,11,1951-01-01
25639,3.1,,0.4,1.6,-1.0,19,1951-11-14,1951-11-01,11,1951-01-01
25640,0.6,,6.0,12.3,1.5,19,1951-11-15,1951-11-01,11,1951-01-01
25641,0.0,,1.3,5.8,-1.5,19,1951-11-16,1951-11-01,11,1951-01-01
25642,0.4,,-0.4,0.7,-1.6,19,1951-11-17,1951-11-01,11,1951-01-01
25643,0.0,,-1.3,0.1,-1.9,19,1951-11-18,1951-11-01,11,1951-01-01
25644,0.1,,0.4,1.1,-1.0,19,1951-11-19,1951-11-01,11,1951-01-01
25645,1.0,,2.1,3.7,0.7,19,1951-11-20,1951-11-01,11,1951-01-01
25646,0.5,,1.4,2.6,0.9,19,1951-11-21,1951-11-01,11,1951-01-01
25647,0.6,,3.8,6.9,0.9,19,1951-11-22,1951-11-01,11,1951-01-01
25648,0.0,,4.4,5.8,2.5,19,1951-11-23,1951-11-01,11,1951-01-01
25649,0.1,,0.9,2.7,0.0,19,1951-11-24,1951-11-01,11,1951-01-01
25650,0.0,,3.9,6.2,1.2,19,1951-11-25,1951-11-01,11,1951-01-01
25651,0.5,,5.0,7.4,1.5,19,1951-11-26,1951-11-01,11,1951-01-01
25652,0.0,,0.8,3.2,-1.5,19,1951-11-27,1951-11-01,11,1951-01-01
25653,0.0,,2.4,5.0,-2.0,19,1951-11-28,1951-11-01,11,1951-01-01
25654,0.0,,4.8,6.9,3.0,19,1951-11-29,1951-11-01,11,1951-01-01
25655,0.0,,0.6,3.7,-2.4,19,1951-11-30,1951-11-01,11,1951-01-01
25656,0.0,,4.3,7.9,0.1,19,1951-12-01,1951-12-01,12,1951-01-01
25657,0.0,,4.5,7.7,2.3,19,1951-12-02,1951-12-01,12,1951-01-01
