patcnty1,dsch_yr,disp1,Discharges
Out of State/Homeless,2013,Other Care with the admitting hospital,654
Out of State/Homeless,2013,Prison/Jail,562
Out of State/Homeless,2013,Residential Care facility,1634
Out of State/Homeless,2013,Routine (Home),51946
Out of State/Homeless,2013,SN/IC at another facility,3630
Out of State/Homeless,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,284
Out of State/Homeless,2014,Acute Care at another hospital,1405
Out of State/Homeless,2014,Acute Care within the admitting hospital,174
Out of State/Homeless,2014,Died,1151
Out of State/Homeless,2014,Home Health Service,3201
Out of State/Homeless,2014,Invalid,67
Out of State/Homeless,2014,Left Against Medical Advice,3541
Out of State/Homeless,2014,Other,276
Out of State/Homeless,2014,Other Care (not SN/IC) at another hospital,1169
Out of State/Homeless,2014,Other Care with the admitting hospital,749
Out of State/Homeless,2014,Prison/Jail,499
Out of State/Homeless,2014,Residential Care facility,1664
Out of State/Homeless,2014,Routine (Home),52579
Out of State/Homeless,2014,SN/IC at another facility,3867
Out of State/Homeless,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,294
Out of State/Homeless,2015,Acute Care,1549
Out of State/Homeless,2015,Childrens_or_Cancer,197
Out of State/Homeless,2015,Critical Access Hospital,7
Out of State/Homeless,2015,Died,1254
Out of State/Homeless,2015,Home Health Service,3577
Out of State/Homeless,2015,Hospice_Care,359
Out of State/Homeless,2015,Invalid or Blank,71
Out of State/Homeless,2015,Left Against Medical Advice,4278
Out of State/Homeless,2015,Not_Defined_Elsewhere,520
Out of State/Homeless,2015,Other,77
Out of State/Homeless,2015,Prison/Jail,585
Out of State/Homeless,2015,Psychiatric_Care,841
Out of State/Homeless,2015,Rehab,893
Out of State/Homeless,2015,Residential Care facility,628
Out of State/Homeless,2015,Routine (Home),56480
Out of State/Homeless,2015,Skilled Nursing/Intermediate Care (SN/IC),3983
Out of State/Homeless,2016,Acute Care,1761
Out of State/Homeless,2016,Childrens_or_Cancer,105
Out of State/Homeless,2016,Critical Access Hospital,21
Out of State/Homeless,2016,Died,1521
Out of State/Homeless,2016,Disaster_Care_Site,1
Out of State/Homeless,2016,Home Health Service,3919
Out of State/Homeless,2016,Hospice_Care,412
Out of State/Homeless,2016,Invalid or Blank,31
Out of State/Homeless,2016,Left Against Medical Advice,4609
Out of State/Homeless,2016,Not_Defined_Elsewhere,1400
Out of State/Homeless,2016,Other,83
Out of State/Homeless,2016,Prison/Jail,620
Out of State/Homeless,2016,Psychiatric_Care,874
Out of State/Homeless,2016,Rehab,1093
Out of State/Homeless,2016,Residential Care facility,737
Out of State/Homeless,2016,Routine (Home),59172
Out of State/Homeless,2016,Skilled Nursing/Intermediate Care (SN/IC),4924
Out of State/Homeless,2017,Acute Care,3015
Out of State/Homeless,2017,Childrens_or_Cancer,105
Out of State/Homeless,2017,Critical Access Hospital,17
Out of State/Homeless,2017,Died,1889
Out of State/Homeless,2017,Disaster_Care_Site,8
Out of State/Homeless,2017,Home Health Service,4852
Out of State/Homeless,2017,Hospice_Care,556
Out of State/Homeless,2017,Invalid or Blank,51
Out of State/Homeless,2017,Left Against Medical Advice,8372
Out of State/Homeless,2017,Not_Defined_Elsewhere,1373
Out of State/Homeless,2017,Other,104
Out of State/Homeless,2017,Prison/Jail,990
Out of State/Homeless,2017,Psychiatric_Care,1661
Out of State/Homeless,2017,Rehab,1468
Out of State/Homeless,2017,Residential Care facility,1570
Out of State/Homeless,2017,Routine (Home),85848
Out of State/Homeless,2017,Skilled Nursing/Intermediate Care (SN/IC),8076
Out of State/Homeless,2018,Acute Care,3439
Out of State/Homeless,2018,Childrens_or_Cancer,156
Out of State/Homeless,2018,Critical Access Hospital,15
Out of State/Homeless,2018,Died,2109
Out of State/Homeless,2018,Disaster_Care_Site,8
Out of State/Homeless,2018,Home Health Service,5476
Out of State/Homeless,2018,Hospice_Care,676
Out of State/Homeless,2018,Invalid or Blank,44
Out of State/Homeless,2018,Left Against Medical Advice,11620
Out of State/Homeless,2018,Not_Defined_Elsewhere,1404
Out of State/Homeless,2018,Other,99
Out of State/Homeless,2018,Prison/Jail,1417
Out of State/Homeless,2018,Psychiatric_Care,2309
Out of State/Homeless,2018,Rehab,1888
Out of State/Homeless,2018,Residential Care facility,2380
Out of State/Homeless,2018,Routine (Home),104431
Out of State/Homeless,2018,Skilled Nursing/Intermediate Care (SN/IC),10547
Placer,2012,Acute Care at another hospital,657
Placer,2012,Acute Care within the admitting hospital,39
Placer,2012,Died,679
Placer,2012,Home Health Service,4228
Placer,2012,Left Against Medical Advice,170
Placer,2012,Other,30
Placer,2012,Other Care (not SN/IC) at another hospital,261
Placer,2012,Other Care with the admitting hospital,399
Placer,2012,Prison/Jail,30
Placer,2012,Residential Care facility,409
Placer,2012,Routine (Home),23315
Placer,2012,SN/IC at another facility,2934
Placer,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,46
Placer,2013,Acute Care at another hospital,661
Placer,2013,Acute Care within the admitting hospital,44
Placer,2013,Died,647
Placer,2013,Home Health Service,4764
Placer,2013,Left Against Medical Advice,184
Placer,2013,Other,61
Placer,2013,Other Care (not SN/IC) at another hospital,249
Placer,2013,Other Care with the admitting hospital,333
Placer,2013,Prison/Jail,27
Placer,2013,Residential Care facility,336
Placer,2013,Routine (Home),22598
Placer,2013,SN/IC at another facility,2915
Placer,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,48
Placer,2014,Acute Care at another hospital,619
Placer,2014,Acute Care within the admitting hospital,49
Placer,2014,Died,615
Placer,2014,Home Health Service,4360
Placer,2014,Invalid,3
Placer,2014,Left Against Medical Advice,197
Placer,2014,Other,109
Placer,2014,Other Care (not SN/IC) at another hospital,257
Placer,2014,Other Care with the admitting hospital,270
Placer,2014,Prison/Jail,26
Placer,2014,Residential Care facility,227
Placer,2014,Routine (Home),21692
Placer,2014,SN/IC at another facility,2839
Placer,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,40
Placer,2015,Acute Care,685
Placer,2015,Childrens_or_Cancer,15
Placer,2015,Critical Access Hospital,14
Placer,2015,Died,652
Placer,2015,Disaster_Care_Site,1
Placer,2015,Home Health Service,3905
Placer,2015,Hospice_Care,489
Placer,2015,Invalid or Blank,8
Placer,2015,Left Against Medical Advice,207
Placer,2015,Not_Defined_Elsewhere,108
Placer,2015,Other,1
Placer,2015,Prison/Jail,12
Placer,2015,Psychiatric_Care,97
Placer,2015,Rehab,329
Placer,2015,Residential Care facility,253
Placer,2015,Routine (Home),21564
Placer,2015,Skilled Nursing/Intermediate Care (SN/IC),2971
Placer,2016,Acute Care,588
Placer,2016,Childrens_or_Cancer,3
Placer,2016,Critical Access Hospital,5
Placer,2016,Died,733
Placer,2016,Home Health Service,5157
Placer,2016,Hospice_Care,601
Placer,2016,Invalid or Blank,2
Placer,2016,Left Against Medical Advice,254
Placer,2016,Not_Defined_Elsewhere,39
Placer,2016,Other,1
Placer,2016,Prison/Jail,25
Placer,2016,Psychiatric_Care,108
Placer,2016,Rehab,375
Placer,2016,Residential Care facility,180
Placer,2016,Routine (Home),21795
Placer,2016,Skilled Nursing/Intermediate Care (SN/IC),3030
Placer,2017,Acute Care,694
Placer,2017,Childrens_or_Cancer,2
Placer,2017,Critical Access Hospital,5
Placer,2017,Died,675
Placer,2017,Disaster_Care_Site,1
Placer,2017,Home Health Service,5525
Placer,2017,Hospice_Care,645
Placer,2017,Invalid or Blank,1
Placer,2017,Left Against Medical Advice,228
Placer,2017,Not_Defined_Elsewhere,33
Placer,2017,Prison/Jail,34
Placer,2017,Psychiatric_Care,84
Placer,2017,Rehab,351
Placer,2017,Residential Care facility,124
Placer,2017,Routine (Home),21569
Placer,2017,Skilled Nursing/Intermediate Care (SN/IC),3022
Placer,2018,Acute Care,682
Placer,2018,Childrens_or_Cancer,2
Placer,2018,Critical Access Hospital,2
Placer,2018,Died,639
Placer,2018,Home Health Service,5357
Placer,2018,Hospice_Care,663
Placer,2018,Left Against Medical Advice,286
Placer,2018,Not_Defined_Elsewhere,20
Placer,2018,Other,1
Placer,2018,Prison/Jail,37
Placer,2018,Psychiatric_Care,90
Placer,2018,Rehab,439
Placer,2018,Residential Care facility,199
Placer,2018,Routine (Home),21172
Placer,2018,Skilled Nursing/Intermediate Care (SN/IC),3016
Plumas,2012,Acute Care at another hospital,71
Plumas,2012,Acute Care within the admitting hospital,3
Plumas,2012,Died,39
Plumas,2012,Home Health Service,72
Plumas,2012,Left Against Medical Advice,16
Plumas,2012,Other,8
Plumas,2012,Other Care (not SN/IC) at another hospital,10
Plumas,2012,Other Care with the admitting hospital,7
Plumas,2012,Residential Care facility,4
Plumas,2012,Routine (Home),1084
Plumas,2012,SN/IC at another facility,86
Plumas,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,38
Plumas,2013,Acute Care at another hospital,76
Plumas,2013,Acute Care within the admitting hospital,1
Plumas,2013,Died,40
Plumas,2013,Home Health Service,49
Plumas,2013,Left Against Medical Advice,13
Plumas,2013,Other,3
Plumas,2013,Other Care (not SN/IC) at another hospital,5
Plumas,2013,Other Care with the admitting hospital,9
Plumas,2013,Residential Care facility,6
Plumas,2013,Routine (Home),1084
Plumas,2013,SN/IC at another facility,90
Plumas,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,27
Plumas,2014,Acute Care at another hospital,79
Plumas,2014,Acute Care within the admitting hospital,6
Plumas,2014,Died,29
Plumas,2014,Home Health Service,56
Plumas,2014,Invalid,1
Plumas,2014,Left Against Medical Advice,10
Plumas,2014,Other,2
Plumas,2014,Other Care (not SN/IC) at another hospital,12
Plumas,2014,Other Care with the admitting hospital,11
Plumas,2014,Prison/Jail,1
Plumas,2014,Residential Care facility,6
Plumas,2014,Routine (Home),1105
Plumas,2014,SN/IC at another facility,79
Plumas,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,34
Plumas,2015,Acute Care,56
Plumas,2015,Childrens_or_Cancer,25
Plumas,2015,Critical Access Hospital,7
Plumas,2015,Died,40
Plumas,2015,Home Health Service,64
Plumas,2015,Hospice_Care,4
Plumas,2015,Left Against Medical Advice,8
Plumas,2015,Not_Defined_Elsewhere,4
Plumas,2015,Psychiatric_Care,1
Plumas,2015,Rehab,9
Plumas,2015,Residential Care facility,15
Plumas,2015,Routine (Home),1198
Plumas,2015,Skilled Nursing/Intermediate Care (SN/IC),93
Plumas,2016,Acute Care,59
Plumas,2016,Critical Access Hospital,13
Plumas,2016,Died,59
Plumas,2016,Home Health Service,66
Plumas,2016,Hospice_Care,1
Plumas,2016,Left Against Medical Advice,17
Plumas,2016,Not_Defined_Elsewhere,8
Plumas,2016,Prison/Jail,1
Plumas,2016,Psychiatric_Care,2
Plumas,2016,Rehab,13
Plumas,2016,Residential Care facility,5
Plumas,2016,Routine (Home),1188
Plumas,2016,Skilled Nursing/Intermediate Care (SN/IC),105
Plumas,2017,Acute Care,62
Plumas,2017,Childrens_or_Cancer,1
Plumas,2017,Critical Access Hospital,8
Plumas,2017,Died,42
Plumas,2017,Home Health Service,48
Plumas,2017,Hospice_Care,5
Plumas,2017,Left Against Medical Advice,16
Plumas,2017,Not_Defined_Elsewhere,2
Plumas,2017,Prison/Jail,1
Plumas,2017,Psychiatric_Care,5
Plumas,2017,Rehab,13
Plumas,2017,Residential Care facility,7
Plumas,2017,Routine (Home),1100
Plumas,2017,Skilled Nursing/Intermediate Care (SN/IC),116
Plumas,2018,Acute Care,57
Plumas,2018,Childrens_or_Cancer,4
Plumas,2018,Critical Access Hospital,12
Plumas,2018,Died,38
Plumas,2018,Disaster_Care_Site,2
Plumas,2018,Home Health Service,50
Plumas,2018,Hospice_Care,6
Plumas,2018,Left Against Medical Advice,19
Plumas,2018,Not_Defined_Elsewhere,5
Plumas,2018,Prison/Jail,3
Plumas,2018,Psychiatric_Care,4
Plumas,2018,Rehab,19
Plumas,2018,Residential Care facility,16
Plumas,2018,Routine (Home),1220
Plumas,2018,Skilled Nursing/Intermediate Care (SN/IC),131
Riverside,2012,Acute Care at another hospital,6049
Riverside,2012,Acute Care within the admitting hospital,306
Riverside,2012,Died,3779
Riverside,2012,Home Health Service,17803
Riverside,2012,Invalid,12
Riverside,2012,Left Against Medical Advice,2730
Riverside,2012,Other,2986
Riverside,2012,Other Care (not SN/IC) at another hospital,1332
Riverside,2012,Other Care with the admitting hospital,1163
Riverside,2012,Prison/Jail,1407
Riverside,2012,Residential Care facility,1524
Riverside,2012,Routine (Home),167468
Riverside,2012,SN/IC at another facility,18072
Riverside,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,1171
Riverside,2013,Acute Care at another hospital,6012
Riverside,2013,Acute Care within the admitting hospital,268
Riverside,2013,Died,3924
Riverside,2013,Home Health Service,18264
Riverside,2013,Invalid,36
Riverside,2013,Left Against Medical Advice,2753
Riverside,2013,Other,326
Riverside,2013,Other Care (not SN/IC) at another hospital,1718
Riverside,2013,Other Care with the admitting hospital,1153
Riverside,2013,Prison/Jail,1172
Riverside,2013,Residential Care facility,1056
Riverside,2013,Routine (Home),169566
Riverside,2013,SN/IC at another facility,18838
Riverside,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,799
Riverside,2014,Acute Care at another hospital,6187
Riverside,2014,Acute Care within the admitting hospital,270
Riverside,2014,Died,3957
Riverside,2014,Home Health Service,19060
Riverside,2014,Invalid,13
Riverside,2014,Left Against Medical Advice,3104
Riverside,2014,Other,435
Riverside,2014,Other Care (not SN/IC) at another hospital,1935
Riverside,2014,Other Care with the admitting hospital,1062
Riverside,2014,Prison/Jail,1325
Riverside,2014,Residential Care facility,1113
Riverside,2014,Routine (Home),169541
Riverside,2014,SN/IC at another facility,19792
Riverside,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,864
Riverside,2015,Acute Care,5692
Riverside,2015,Childrens_or_Cancer,626
Riverside,2015,Critical Access Hospital,59
Riverside,2015,Died,4213
Riverside,2015,Disaster_Care_Site,8
Riverside,2015,Home Health Service,19869
Riverside,2015,Hospice_Care,3389
Riverside,2015,Invalid or Blank,12
Riverside,2015,Left Against Medical Advice,3773
Riverside,2015,Not_Defined_Elsewhere,577
Riverside,2015,Other,39
Riverside,2015,Prison/Jail,1370
Riverside,2015,Psychiatric_Care,592
Riverside,2015,Rehab,1339
Riverside,2015,Residential Care facility,485
Riverside,2015,Routine (Home),167992
Riverside,2015,Skilled Nursing/Intermediate Care (SN/IC),21763
Riverside,2016,Acute Care,6223
Riverside,2016,Childrens_or_Cancer,536
Riverside,2016,Critical Access Hospital,60
Riverside,2016,Died,4301
Riverside,2016,Disaster_Care_Site,4
Riverside,2016,Home Health Service,21292
Riverside,2016,Hospice_Care,2969
Riverside,2016,Invalid or Blank,18
Riverside,2016,Left Against Medical Advice,3890
Riverside,2016,Not_Defined_Elsewhere,706
Riverside,2016,Other,18
Riverside,2016,Prison/Jail,1501
Riverside,2016,Psychiatric_Care,669
Riverside,2016,Rehab,1525
Riverside,2016,Residential Care facility,285
Riverside,2016,Routine (Home),165896
Riverside,2016,Skilled Nursing/Intermediate Care (SN/IC),21983
Riverside,2017,Acute Care,6760
Riverside,2017,Childrens_or_Cancer,637
Riverside,2017,Critical Access Hospital,33
Riverside,2017,Died,4279
Riverside,2017,Home Health Service,22383
Riverside,2017,Hospice_Care,3374
Riverside,2017,Invalid or Blank,7
Riverside,2017,Left Against Medical Advice,3582
Riverside,2017,Not_Defined_Elsewhere,335
Riverside,2017,Other,29
Riverside,2017,Prison/Jail,1283
Riverside,2017,Psychiatric_Care,730
Riverside,2017,Rehab,1646
Riverside,2017,Residential Care facility,726
Riverside,2017,Routine (Home),162085
Riverside,2017,Skilled Nursing/Intermediate Care (SN/IC),21484
Riverside,2018,Acute Care,6871
Riverside,2018,Childrens_or_Cancer,473
Riverside,2018,Critical Access Hospital,16
Riverside,2018,Died,4427
Riverside,2018,Disaster_Care_Site,3
Riverside,2018,Home Health Service,23170
Riverside,2018,Hospice_Care,3527
Riverside,2018,Invalid or Blank,5
Riverside,2018,Left Against Medical Advice,3843
Riverside,2018,Not_Defined_Elsewhere,293
Riverside,2018,Other,35
Riverside,2018,Prison/Jail,1285
Riverside,2018,Psychiatric_Care,562
Riverside,2018,Rehab,1637
Riverside,2018,Residential Care facility,547
Riverside,2018,Routine (Home),159498
Riverside,2018,Skilled Nursing/Intermediate Care (SN/IC),21499
Sacramento,2012,Acute Care at another hospital,2544
Sacramento,2012,Acute Care within the admitting hospital,349
Sacramento,2012,Died,3193
Sacramento,2012,Home Health Service,14103
Sacramento,2012,Invalid,5
Sacramento,2012,Left Against Medical Advice,1276
Sacramento,2012,Other,124
Sacramento,2012,Other Care (not SN/IC) at another hospital,1469
Sacramento,2012,Other Care with the admitting hospital,384
Sacramento,2012,Prison/Jail,561
Sacramento,2012,Residential Care facility,1374
Sacramento,2012,Routine (Home),112417
Sacramento,2012,SN/IC at another facility,9885
Sacramento,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,1417
Sacramento,2013,Acute Care at another hospital,2554
Sacramento,2013,Acute Care within the admitting hospital,295
Sacramento,2013,Died,3050
Sacramento,2013,Home Health Service,15664
Sacramento,2013,Invalid,2
Sacramento,2013,Left Against Medical Advice,1446
Sacramento,2013,Other,179
Sacramento,2013,Other Care (not SN/IC) at another hospital,1475
Sacramento,2013,Other Care with the admitting hospital,474
Sacramento,2013,Prison/Jail,634
Sacramento,2013,Residential Care facility,1196
Sacramento,2013,Routine (Home),112731
Sacramento,2013,SN/IC at another facility,10375
Sacramento,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,858
Sacramento,2014,Acute Care at another hospital,2484
Sacramento,2014,Acute Care within the admitting hospital,227
Sacramento,2014,Died,3012
Sacramento,2014,Home Health Service,15925
Sacramento,2014,Invalid,7
Sacramento,2014,Left Against Medical Advice,1600
Sacramento,2014,Other,167
Sacramento,2014,Other Care (not SN/IC) at another hospital,1583
Sacramento,2014,Other Care with the admitting hospital,418
Sacramento,2014,Prison/Jail,536
Sacramento,2014,Residential Care facility,1172
Sacramento,2014,Routine (Home),113234
Sacramento,2014,SN/IC at another facility,11038
Sacramento,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,576
Sacramento,2015,Acute Care,2711
Sacramento,2015,Childrens_or_Cancer,415
Sacramento,2015,Critical Access Hospital,19
Sacramento,2015,Died,3167
Sacramento,2015,Disaster_Care_Site,1
Sacramento,2015,Home Health Service,14763
Sacramento,2015,Hospice_Care,1592
Sacramento,2015,Invalid or Blank,25
Sacramento,2015,Left Against Medical Advice,1752
Sacramento,2015,Not_Defined_Elsewhere,353
Sacramento,2015,Other,19
Sacramento,2015,Prison/Jail,640
Sacramento,2015,Psychiatric_Care,498
Sacramento,2015,Rehab,870
Sacramento,2015,Residential Care facility,1072
Sacramento,2015,Routine (Home),113003
Sacramento,2015,Skilled Nursing/Intermediate Care (SN/IC),11726
Sacramento,2016,Acute Care,2509
Sacramento,2016,Childrens_or_Cancer,390
Sacramento,2016,Critical Access Hospital,17
Sacramento,2016,Died,3226
Sacramento,2016,Disaster_Care_Site,3
Sacramento,2016,Home Health Service,17114
Sacramento,2016,Hospice_Care,1805
Sacramento,2016,Invalid or Blank,1
Sacramento,2016,Left Against Medical Advice,1807
Sacramento,2016,Not_Defined_Elsewhere,203
Sacramento,2016,Other,12
Sacramento,2016,Prison/Jail,690
Sacramento,2016,Psychiatric_Care,480
Sacramento,2016,Rehab,927
Sacramento,2016,Residential Care facility,1076
Sacramento,2016,Routine (Home),110058
Sacramento,2016,Skilled Nursing/Intermediate Care (SN/IC),11935
Sacramento,2017,Acute Care,2609
Sacramento,2017,Childrens_or_Cancer,394
Sacramento,2017,Critical Access Hospital,10
Sacramento,2017,Died,3226
Sacramento,2017,Home Health Service,19745
Sacramento,2017,Hospice_Care,2074
Sacramento,2017,Invalid or Blank,2
Sacramento,2017,Left Against Medical Advice,1761
Sacramento,2017,Not_Defined_Elsewhere,93
Sacramento,2017,Other,4
Sacramento,2017,Prison/Jail,608
Sacramento,2017,Psychiatric_Care,476
Sacramento,2017,Rehab,907
Sacramento,2017,Residential Care facility,1052
Sacramento,2017,Routine (Home),107441
Sacramento,2017,Skilled Nursing/Intermediate Care (SN/IC),12309
Sacramento,2018,Acute Care,3006
Sacramento,2018,Childrens_or_Cancer,78
Sacramento,2018,Critical Access Hospital,9
Sacramento,2018,Died,3232
Sacramento,2018,Disaster_Care_Site,2
Sacramento,2018,Home Health Service,19375
Sacramento,2018,Hospice_Care,2109
Sacramento,2018,Invalid or Blank,7
Sacramento,2018,Left Against Medical Advice,1867
Sacramento,2018,Not_Defined_Elsewhere,65
Sacramento,2018,Other,25
Sacramento,2018,Prison/Jail,474
Sacramento,2018,Psychiatric_Care,403
Sacramento,2018,Rehab,959
Sacramento,2018,Residential Care facility,744
Sacramento,2018,Routine (Home),104539
Sacramento,2018,Skilled Nursing/Intermediate Care (SN/IC),12064
San Benito,2012,Acute Care at another hospital,108
San Benito,2012,Acute Care within the admitting hospital,98
San Benito,2012,Died,127
San Benito,2012,Home Health Service,316
San Benito,2012,Left Against Medical Advice,29
San Benito,2012,Other,19
San Benito,2012,Other Care (not SN/IC) at another hospital,34
San Benito,2012,Other Care with the admitting hospital,13
San Benito,2012,Prison/Jail,5
San Benito,2012,Residential Care facility,16
San Benito,2012,Routine (Home),4018
San Benito,2012,SN/IC at another facility,198
San Benito,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,202
San Benito,2013,Acute Care at another hospital,128
San Benito,2013,Acute Care within the admitting hospital,50
San Benito,2013,Died,133
San Benito,2013,Home Health Service,413
San Benito,2013,Left Against Medical Advice,31
San Benito,2013,Other,13
San Benito,2013,Other Care (not SN/IC) at another hospital,39
San Benito,2013,Other Care with the admitting hospital,11
San Benito,2013,Prison/Jail,3
San Benito,2013,Residential Care facility,18
San Benito,2013,Routine (Home),4115
San Benito,2013,SN/IC at another facility,190
San Benito,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,193
San Benito,2014,Acute Care at another hospital,105
San Benito,2014,Acute Care within the admitting hospital,47
San Benito,2014,Died,115
San Benito,2014,Home Health Service,360
San Benito,2014,Left Against Medical Advice,30
San Benito,2014,Other,16
San Benito,2014,Other Care (not SN/IC) at another hospital,44
San Benito,2014,Other Care with the admitting hospital,21
San Benito,2014,Prison/Jail,2
San Benito,2014,Residential Care facility,20
San Benito,2014,Routine (Home),4010
San Benito,2014,SN/IC at another facility,197
San Benito,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,171
San Benito,2015,Acute Care,58
San Benito,2015,Childrens_or_Cancer,93
San Benito,2015,Died,60
San Benito,2015,Home Health Service,314
San Benito,2015,Hospice_Care,16
San Benito,2015,Invalid or Blank,3
San Benito,2015,Left Against Medical Advice,82
San Benito,2015,Not_Defined_Elsewhere,1
San Benito,2015,Psychiatric_Care,5
San Benito,2015,Rehab,40
San Benito,2015,Residential Care facility,179
San Benito,2015,Routine (Home),4072
San Benito,2015,Skilled Nursing/Intermediate Care (SN/IC),169
San Benito,2016,Acute Care,85
San Benito,2016,Childrens_or_Cancer,114
San Benito,2016,Critical Access Hospital,2
San Benito,2016,Died,131
San Benito,2016,Home Health Service,452
San Benito,2016,Hospice_Care,25
San Benito,2016,Left Against Medical Advice,82
San Benito,2016,Not_Defined_Elsewhere,11
San Benito,2016,Prison/Jail,2
San Benito,2016,Psychiatric_Care,3
San Benito,2016,Rehab,56
San Benito,2016,Residential Care facility,53
San Benito,2016,Routine (Home),4048
San Benito,2016,Skilled Nursing/Intermediate Care (SN/IC),348
San Benito,2017,Acute Care,264
San Benito,2017,Childrens_or_Cancer,1
San Benito,2017,Died,145
San Benito,2017,Home Health Service,539
San Benito,2017,Hospice_Care,41
San Benito,2017,Left Against Medical Advice,44
San Benito,2017,Not_Defined_Elsewhere,2
San Benito,2017,Prison/Jail,3
San Benito,2017,Psychiatric_Care,8
San Benito,2017,Rehab,60
San Benito,2017,Residential Care facility,54
San Benito,2017,Routine (Home),3856
San Benito,2017,Skilled Nursing/Intermediate Care (SN/IC),394
San Benito,2018,Acute Care,276
San Benito,2018,Died,116
San Benito,2018,Home Health Service,607
San Benito,2018,Hospice_Care,43
San Benito,2018,Left Against Medical Advice,39
San Benito,2018,Not_Defined_Elsewhere,4
San Benito,2018,Other,1
San Benito,2018,Prison/Jail,7
San Benito,2018,Psychiatric_Care,12
San Benito,2018,Rehab,73
San Benito,2018,Residential Care facility,50
San Benito,2018,Routine (Home),3874
San Benito,2018,Skilled Nursing/Intermediate Care (SN/IC),399
San Bernardino,2012,Acute Care at another hospital,4851
San Bernardino,2012,Acute Care within the admitting hospital,279
San Bernardino,2012,Died,3741
San Bernardino,2012,Home Health Service,15672
San Bernardino,2012,Invalid,16
San Bernardino,2012,Left Against Medical Advice,3401
San Bernardino,2012,Other,515
San Bernardino,2012,Other Care (not SN/IC) at another hospital,1930
San Bernardino,2012,Other Care with the admitting hospital,664
San Bernardino,2012,Prison/Jail,1287
San Bernardino,2012,Residential Care facility,1058
San Bernardino,2012,Routine (Home),174652
San Bernardino,2012,SN/IC at another facility,12090
San Bernardino,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,1048
San Bernardino,2013,Acute Care at another hospital,4870
San Bernardino,2013,Acute Care within the admitting hospital,228
San Bernardino,2013,Died,3851
San Bernardino,2013,Home Health Service,16347
San Bernardino,2013,Invalid,7
San Bernardino,2013,Left Against Medical Advice,3322
San Bernardino,2013,Other,527
San Bernardino,2013,Other Care (not SN/IC) at another hospital,2593
San Bernardino,2013,Other Care with the admitting hospital,937
San Bernardino,2013,Prison/Jail,1402
San Bernardino,2013,Residential Care facility,743
San Bernardino,2013,Routine (Home),171638
San Bernardino,2013,SN/IC at another facility,12934
San Bernardino,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,1029
San Bernardino,2014,Acute Care at another hospital,5111
San Bernardino,2014,Acute Care within the admitting hospital,222
San Bernardino,2014,Died,3824
San Bernardino,2014,Home Health Service,17213
San Bernardino,2014,Invalid,15
San Bernardino,2014,Left Against Medical Advice,3353
San Bernardino,2014,Other,494
San Bernardino,2014,Other Care (not SN/IC) at another hospital,2724
San Bernardino,2014,Other Care with the admitting hospital,1046
San Bernardino,2014,Prison/Jail,1473
San Bernardino,2014,Residential Care facility,623
San Bernardino,2014,Routine (Home),169793
San Bernardino,2014,SN/IC at another facility,13724
San Bernardino,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,1013
San Bernardino,2015,Acute Care,3680
San Bernardino,2015,Childrens_or_Cancer,1220
San Bernardino,2015,Critical Access Hospital,20
San Bernardino,2015,Died,3780
San Bernardino,2015,Home Health Service,16138
San Bernardino,2015,Hospice_Care,3676
San Bernardino,2015,Invalid or Blank,40
San Bernardino,2015,Left Against Medical Advice,5838
San Bernardino,2015,Not_Defined_Elsewhere,303
San Bernardino,2015,Other,45
San Bernardino,2015,Prison/Jail,842
San Bernardino,2015,Psychiatric_Care,479
San Bernardino,2015,Rehab,1869
San Bernardino,2015,Residential Care facility,1002
San Bernardino,2015,Routine (Home),166785
San Bernardino,2015,Skilled Nursing/Intermediate Care (SN/IC),12017
San Bernardino,2016,Acute Care,4956
San Bernardino,2016,Childrens_or_Cancer,356
San Bernardino,2016,Critical Access Hospital,24
San Bernardino,2016,Died,4149
San Bernardino,2016,Disaster_Care_Site,4
San Bernardino,2016,Home Health Service,17349
San Bernardino,2016,Hospice_Care,2408
San Bernardino,2016,Invalid or Blank,13
San Bernardino,2016,Left Against Medical Advice,4459
